"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Specie"
"forward_CO1_22268"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22269"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22270"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22271"	"Eukaryota"	"Arthropoda"	"Malacostraca"	"Euphausiacea"	"Euphausiidae"	"Euphausia"	"Euphausia mucronata"
"forward_CO1_22272"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Pontellidae"	"Pontella"	"Pontella chierchiae"
"forward_CO1_22273"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22274"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22275"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22276"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22277"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22278"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22279"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22280"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22281"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22282"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22283"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22284"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22285"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22286"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22287"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22288"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22289"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22290"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22291"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22292"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Calanidae"	"Calanoides"	"Calanoides patagoniensis"
"forward_CO1_22293"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Calanidae"	"Calanoides"	"Calanoides patagoniensis"
"forward_CO1_22294"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22295"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22296"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22297"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22298"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22299"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22300"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22301"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22302"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22303"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22304"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22305"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22306"	"Eukaryota"	"Arthropoda"	"Malacostraca"	"Euphausiacea"	"Euphausiidae"	"Euphausia"	"Euphausia mucronata"
"forward_CO1_22307"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22308"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Poecilostomatoida"	"Oncaeidae"	"Oncaea"	"Oncaea parabathyalis"
"forward_CO1_22309"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Poecilostomatoida"	"Oncaeidae"	"Oncaea"	"Oncaea parabathyalis"
"forward_CO1_22310"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22311"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22312"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22313"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22314"	"Eukaryota"	"Bacillariophyta"	"Mediophyceae"	"Triceratiales"	"Plagiogrammaceae"	"Psammoneis"	"Psammoneis japonica"
"forward_CO1_22315"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22316"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22317"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22318"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22319"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Acartiidae"	"Acartia"	"Acartia tonsa"
"forward_CO1_22320"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22321"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22322"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22323"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22324"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22325"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22326"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Clausocalanidae"	"Microcalanus"	"Unassigned"
"forward_CO1_22327"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22328"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22329"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Paracalanidae"	"Paracalanus"	"Paracalanus sp. D AC-2013"
"forward_CO1_22330"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22331"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22332"	"Eukaryota"	"Bacillariophyta"	"Mediophyceae"	"Cymatosirales"	"Cymatosiraceae"	"Minutocellus"	"Minutocellus polymorphus"
"forward_CO1_22333"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Paracalanidae"	"Paracalanus"	"Paracalanus sp. D AC-2013"
"forward_CO1_22334"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22335"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22336"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22337"	"Eukaryota"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Mamiellaceae"	"Micromonas"	"Micromonas pusilla"
"forward_CO1_22338"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Clausocalanidae"	"Drepanopus"	"Drepanopus forcipatus"
"forward_CO1_22339"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22340"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Clausocalanidae"	"Drepanopus"	"Drepanopus forcipatus"
"forward_CO1_22341"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Clausocalanidae"	"Drepanopus"	"Drepanopus forcipatus"
"forward_CO1_22342"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22343"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22344"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22345"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22346"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22347"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22348"	"Eukaryota"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Mamiellaceae"	"Micromonas"	"Micromonas pusilla"
"forward_CO1_22349"	"Eukaryota"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Mamiellaceae"	"Micromonas"	"Micromonas pusilla"
"forward_CO1_22350"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22351"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22352"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22353"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22354"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22355"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22356"	"Eukaryota"	"Chlorophyta"	"Chloropicophyceae"	"Chloropicales"	"Chloropicaceae"	"Chloroparvula"	"Chloroparvula pacifica"
"forward_CO1_22357"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22358"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22359"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22360"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22361"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22362"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22363"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22364"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22365"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Temoridae"	"Eurytemora"	"Eurytemora affinis"
"forward_CO1_22366"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22367"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22368"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22369"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22370"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22371"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22372"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22373"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22374"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Temoridae"	"Eurytemora"	"Eurytemora affinis"
"forward_CO1_22375"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22376"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Temoridae"	"Eurytemora"	"Eurytemora affinis"
"forward_CO1_22377"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Temoridae"	"Eurytemora"	"Eurytemora affinis"
"forward_CO1_22378"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Siphonophorae"	"Diphyidae"	"Muggiaea"	"Muggiaea atlantica"
"forward_CO1_22379"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22380"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22381"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22382"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22383"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22384"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Calanidae"	"Calanoides"	"Calanoides patagoniensis"
"forward_CO1_22385"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22386"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22387"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22388"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22389"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22390"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22391"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22392"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22393"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22394"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22395"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22396"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22397"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Calanidae"	"Calanoides"	"Calanoides patagoniensis"
"forward_CO1_22398"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Calanidae"	"Calanoides"	"Calanoides patagoniensis"
"forward_CO1_22399"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Calanidae"	"Calanoides"	"Calanoides patagoniensis"
"forward_CO1_22400"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Calanidae"	"Calanoides"	"Calanoides patagoniensis"
"forward_CO1_22401"	"Eukaryota"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Bathycoccaceae"	"Bathycoccus"	"Bathycoccus prasinos"
"forward_CO1_22402"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22403"	"Eukaryota"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Bathycoccaceae"	"Bathycoccus"	"Bathycoccus prasinos"
"forward_CO1_22404"	"Eukaryota"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Bathycoccaceae"	"Bathycoccus"	"Bathycoccus prasinos"
"forward_CO1_22405"	"Eukaryota"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Bathycoccaceae"	"Bathycoccus"	"Bathycoccus prasinos"
"forward_CO1_22406"	"Eukaryota"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Bathycoccaceae"	"Bathycoccus"	"Bathycoccus prasinos"
"forward_CO1_22407"	"Eukaryota"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Bathycoccaceae"	"Bathycoccus"	"Bathycoccus prasinos"
"forward_CO1_22408"	"Eukaryota"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Bathycoccaceae"	"Bathycoccus"	"Bathycoccus prasinos"
"forward_CO1_22409"	"Eukaryota"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Bathycoccaceae"	"Bathycoccus"	"Bathycoccus prasinos"
"forward_CO1_22410"	"Eukaryota"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Bathycoccaceae"	"Bathycoccus"	"Bathycoccus prasinos"
"forward_CO1_22411"	"Eukaryota"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Bathycoccaceae"	"Bathycoccus"	"Bathycoccus prasinos"
"forward_CO1_22412"	"Eukaryota"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Bathycoccaceae"	"Bathycoccus"	"Bathycoccus prasinos"
"forward_CO1_22413"	"Eukaryota"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Bathycoccaceae"	"Bathycoccus"	"Bathycoccus prasinos"
"forward_CO1_22414"	"Eukaryota"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Bathycoccaceae"	"Bathycoccus"	"Bathycoccus prasinos"
"forward_CO1_22415"	"Eukaryota"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Bathycoccaceae"	"Bathycoccus"	"Bathycoccus prasinos"
"forward_CO1_22416"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22417"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Clausocalanidae"	"Clausocalanus"	"Clausocalanus furcatus"
"forward_CO1_22418"	"Eukaryota"	"Bacillariophyta"	"Mediophyceae"	"Cymatosirales"	"Cymatosiraceae"	"Minutocellus"	"Minutocellus polymorphus"
"forward_CO1_22419"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22420"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22421"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22422"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22423"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22424"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22425"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22426"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22427"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22428"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22429"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22430"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_22431"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Clausocalanidae"	"Clausocalanus"	"Clausocalanus ingens"
"forward_CO1_22432"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22433"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22434"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Calanidae"	"Calanoides"	"Calanoides patagoniensis"
"forward_CO1_22435"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Temoridae"	"Eurytemora"	"Eurytemora affinis"
"forward_CO1_22436"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Siphonophorae"	"Diphyidae"	"Muggiaea"	"Muggiaea atlantica"
"forward_CO1_22437"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Siphonophorae"	"Diphyidae"	"Muggiaea"	"Muggiaea atlantica"
"forward_CO1_22438"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Siphonophorae"	"Diphyidae"	"Muggiaea"	"Muggiaea atlantica"
"forward_CO1_22439"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Siphonophorae"	"Diphyidae"	"Muggiaea"	"Muggiaea atlantica"
"forward_CO1_22440"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Siphonophorae"	"Diphyidae"	"Muggiaea"	"Muggiaea atlantica"
"forward_CO1_22441"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Siphonophorae"	"Diphyidae"	"Muggiaea"	"Muggiaea atlantica"
"forward_CO1_22442"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Siphonophorae"	"Diphyidae"	"Muggiaea"	"Muggiaea atlantica"
"forward_CO1_22443"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Siphonophorae"	"Diphyidae"	"Muggiaea"	"Muggiaea atlantica"
"forward_CO1_22444"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Siphonophorae"	"Diphyidae"	"Muggiaea"	"Muggiaea atlantica"
"forward_CO1_22445"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Siphonophorae"	"Diphyidae"	"Muggiaea"	"Muggiaea atlantica"
"forward_CO1_22446"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Siphonophorae"	"Diphyidae"	"Muggiaea"	"Muggiaea atlantica"
"forward_CO1_22447"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Siphonophorae"	"Diphyidae"	"Muggiaea"	"Muggiaea atlantica"
"forward_CO1_22448"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Siphonophorae"	"Diphyidae"	"Muggiaea"	"Muggiaea atlantica"
"forward_CO1_22449"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Siphonophorae"	"Diphyidae"	"Muggiaea"	"Muggiaea atlantica"
"forward_CO1_22450"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Siphonophorae"	"Diphyidae"	"Muggiaea"	"Muggiaea atlantica"
"forward_CO1_22451"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Siphonophorae"	"Diphyidae"	"Muggiaea"	"Muggiaea atlantica"
"forward_CO1_22452"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Siphonophorae"	"Diphyidae"	"Muggiaea"	"Muggiaea atlantica"
"forward_CO1_22453"	"Eukaryota"	"Chlorophyta"	"Chloropicophyceae"	"Chloropicales"	"Chloropicaceae"	"Chloropicon"	"Chloropicon laureae"
"forward_CO1_22454"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_22455"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
